,SnomedCTConceptId,MedCodeId,Observations,OrigReadCode,CleansedReadCode,Term.x,SnomedDescriptionId,Release,EmisCodeCategoryId,Term.y,Disease,Otherinstructions,origin,Comments
13,450418003,39791000006115,4,S6313,S631300,Oth cerebral h'ge inj + open intracran wnd+1-24hr loss consc,2915288012,NA,32,Traumatic intracerebral haemorrhage,Stroke,NA,['efi'],Stroke_Haemorrhagic_Caliber_EFI_LaurenCombined.csv
14,450418003,39761000006111,2,S6306,S630600,Oth cereb h'ge inj no open intracran wnd+LOC unspec duration,2915288012,NA,32,Traumatic intracerebral haemorrhage,Stroke,NA,['efi'],Stroke_Haemorrhagic_Caliber_EFI_LaurenCombined.csv
15,450418003,39731000006119,3,S6304,S630400,Oth cereb h'ge inj no open intracran wnd+>24hr LOC +recovery,2915288012,NA,32,Traumatic intracerebral haemorrhage,Stroke,NA,['efi'],Stroke_Haemorrhagic_Caliber_EFI_LaurenCombined.csv
16,450418003,39751000006114,4,S630z,S630z00,Oth cereb h'ge inj no open intracran wnd+concussion unspec,2915288012,NA,32,Traumatic intracerebral haemorrhage,Stroke,NA,['efi'],Stroke_Haemorrhagic_Caliber_EFI_LaurenCombined.csv
17,450418003,30981000006112,4,S6300,S630000,Oth cerebral h'ge inj no open intracran wnd+unspec consc,2915288012,NA,32,Traumatic intracerebral haemorrhage,Stroke,NA,['efi'],Stroke_Haemorrhagic_Caliber_EFI_LaurenCombined.csv
18,450418003,35801000006116,60,S630,S630.00,Other cerebral h'ge after injury no open intracranial wound,2915288012,NA,32,Traumatic intracerebral haemorrhage,Stroke,NA,['efi'],Stroke_Haemorrhagic_Caliber_EFI_LaurenCombined.csv
19,450418003,505324014,800,S62-4,S62..14,Traumatic cerebral haemorrhage,2916058017,NA,32,Traumatic intracerebral haemorrhage,Stroke,NA,['efi'],Stroke_Haemorrhagic_Caliber_EFI_LaurenCombined.csv
20,450418003,39831000006110,6,S6301,S630100,Oth cerebral h'ge inj no open intracranial wnd+no loss consc,2915288012,NA,32,Traumatic intracerebral haemorrhage,Stroke,NA,['efi'],Stroke_Haemorrhagic_Caliber_EFI_LaurenCombined.csv
21,450418003,320853015,200,S63,S63..00,Other cerebral haemorrhage following injury,2916363013,NA,32,Traumatic intracerebral haemorrhage,Stroke,NA,['efi'],Stroke_Haemorrhagic_Caliber_EFI_LaurenCombined.csv
22,450418003,320897016,30,S63z,S63z.00,Other cerebral haemorrhage following injury NOS,2916363013,NA,32,Traumatic intracerebral haemorrhage,Stroke,NA,['efi'],Stroke_Haemorrhagic_Caliber_EFI_LaurenCombined.csv
23,450418003,39711000006113,2,S631z,S631z00,Oth cereb h'ge inj + open intracran wnd+concussion unspec,2915288012,NA,32,Traumatic intracerebral haemorrhage,Stroke,NA,['efi'],Stroke_Haemorrhagic_Caliber_EFI_LaurenCombined.csv
24,450418003,7378401000006111,5,^ESCTTR737840,NA,Traumatic intracerebral hemorrhage,2915288012,NA,32,Traumatic intracerebral haemorrhage,Stroke,NA,['efi'],Stroke_Haemorrhagic_Caliber_EFI_LaurenCombined.csv
25,450418003,7378421000006118,40,^ESCTTR737842,NA,Traumatic intracerebral haemorrhage,2915664016,NA,32,Traumatic intracerebral haemorrhage,Stroke,NA,['efi'],Stroke_Haemorrhagic_Caliber_EFI_LaurenCombined.csv
26,450418003,320852013,400,S62z,S62z.00,Cerebral haemorrhage following injury NOS,2916363013,NA,32,Traumatic intracerebral haemorrhage,Stroke,NA,['efi'],Stroke_Haemorrhagic_Caliber_EFI_LaurenCombined.csv
