,SnomedCTConceptId,MedCodeId,Observations,OrigReadCode,CleansedReadCode,Term.x,SnomedDescriptionId,Release,EmisCodeCategoryId,Term.y,Disease,Otherinstructions,origin,Comments
11,195209007,300362017,8000,G660,G660.00,Middle cerebral artery syndrome,300362017,NA,32,Middle cerebral artery syndrome,Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
12,195210002,300363010,2000,G661,G661.00,Anterior cerebral artery syndrome,300363010,NA,32,Anterior cerebral artery syndrome,Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
13,195211003,300364016,3000,G662,G662.00,Posterior cerebral artery syndrome,300364016,NA,32,Posterior cerebral artery syndrome,Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
14,195212005,5.24511E+14,9000,G663,G663.00,Brainstem stroke syndrome,300365015,NA,32,Brainstem stroke syndrome,Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
15,195213000,300366019,9000,G664,G664.00,Cerebellar stroke syndrome,300366019,NA,32,Cerebellar stroke syndrome (disorder),Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
16,195216008,300370010,80000,G667,G667.00,Left sided CVA,300370010,NA,32,Left sided cerebral hemisphere cerebrovascular accident,Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
17,195216008,4778181000006119,8000,^ESCTLE477818,NA,Left sided cerebral hemisphere cerebrovascular accident,300369014,NA,32,Left sided cerebral hemisphere cerebrovascular accident,Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
18,195217004,4778201000006118,7000,^ESCTRI477820,NA,Right sided cerebral hemisphere cerebrovascular accident,300372019,NA,32,Right sided CVA,Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
19,195217004,300371014,70000,G668,G668.00,Right sided CVA,300371014,NA,32,Right sided CVA,Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
20,200328002,NA,NA,NA,NA,NA,NA,NA,NA,Cerebrovascular disorders in the puerperium (& [CVA - cerebrovascular accident]),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
21,230690007,5010981000006119,100000,^ESCTST501098,NA,Stroke,345636015,NA,32,CVA - Cerebrovascular accident,Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
22,230690007,605491000006113,200000,G66-3,G66..13,CVA - Cerebrovascular accident,345635016,NA,32,CVA - Cerebrovascular accident,Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
23,230690007,1.22401E+14,100000,G66-2,G66..12,Stroke unspecified,345637012,NA,32,CVA - Cerebrovascular accident,Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
24,230690007,6.05501E+14,500000,G66-1,G66..11,CVA unspecified,345637012,NA,32,CVA - Cerebrovascular accident,Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
25,230690007,405339016,1000000,G66,G66..00,Cerebrovascular accident,345637012,NA,32,CVA - Cerebrovascular accident,Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
26,230692004,345639010,100,G63-1,G63..11,Infarction - precerebral,345639010,NA,32,Infarction - precerebral (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
27,230698000,299342019,20000,Fyu56,Fyu5600,Lacunar infarction,345651012,NA,32,Lacunar infarction,Caliber - Ischaemic Stroke,Excluding non matching rows from StrokeIschaemic_Caliber.csv And Stroke_IschaemicAndHaemorrhagic_Both.csv as these were already included in StrokeIschaemic_Caliber_EFI_LaurenCombined.csv,['Caliber AND Either (efi OR Lauren_codelist)'],StrokeIschaemic_Caliber.csv And Stroke_IschaemicAndHaemorrhagic_Both.csv
28,230698000,5011171000006110,20,^ESCTLA501117,NA,LACI - Lacunar infarction,345653010,NA,32,Lacunar infarction,Caliber - Ischaemic Stroke,Excluding non matching rows from StrokeIschaemic_Caliber.csv And Stroke_IschaemicAndHaemorrhagic_Both.csv as these were already included in StrokeIschaemic_Caliber_EFI_LaurenCombined.csv,['Caliber AND Either (efi OR Lauren_codelist)'],StrokeIschaemic_Caliber.csv And Stroke_IschaemicAndHaemorrhagic_Both.csv
29,230698000,5011181000006113,2,^ESCTLI501118,NA,LI - Lacunar infarction,345654016,NA,32,Lacunar infarction,Caliber - Ischaemic Stroke,Excluding non matching rows from StrokeIschaemic_Caliber.csv And Stroke_IschaemicAndHaemorrhagic_Both.csv as these were already included in StrokeIschaemic_Caliber_EFI_LaurenCombined.csv,['Caliber AND Either (efi OR Lauren_codelist)'],StrokeIschaemic_Caliber.csv And Stroke_IschaemicAndHaemorrhagic_Both.csv
30,230698000,5011161000006115,200,^ESCTLA501116,NA,Lacunar stroke,345652017,NA,32,Lacunar infarction,Caliber - Ischaemic Stroke,Excluding non matching rows from StrokeIschaemic_Caliber.csv And Stroke_IschaemicAndHaemorrhagic_Both.csv as these were already included in StrokeIschaemic_Caliber_EFI_LaurenCombined.csv,['Caliber AND Either (efi OR Lauren_codelist)'],StrokeIschaemic_Caliber.csv And Stroke_IschaemicAndHaemorrhagic_Both.csv
31,230699008,345655015,2000,G665,G665.00,Pure motor lacunar syndrome,345655015,NA,32,Pure motor lacunar syndrome,Caliber - Ischaemic Stroke,Excluding non matching rows from StrokeIschaemic_Caliber.csv And Stroke_IschaemicAndHaemorrhagic_Both.csv as these were already included in StrokeIschaemic_Caliber_EFI_LaurenCombined.csv,['Caliber AND Either (efi OR Lauren_codelist)'],StrokeIschaemic_Caliber.csv And Stroke_IschaemicAndHaemorrhagic_Both.csv
32,230699008,5011191000006111,200,^ESCTPU501119,NA,Pure motor lacunar infarction,345656019,NA,32,Pure motor lacunar syndrome,Caliber - Ischaemic Stroke,Excluding non matching rows from StrokeIschaemic_Caliber.csv And Stroke_IschaemicAndHaemorrhagic_Both.csv as these were already included in StrokeIschaemic_Caliber_EFI_LaurenCombined.csv,['Caliber AND Either (efi OR Lauren_codelist)'],StrokeIschaemic_Caliber.csv And Stroke_IschaemicAndHaemorrhagic_Both.csv
33,230700009,345658018,800,G666,G666.00,Pure sensory lacunar syndrome,345658018,NA,32,Pure sensory lacunar infarction,Caliber - Ischaemic Stroke,Excluding non matching rows from StrokeIschaemic_Caliber.csv And Stroke_IschaemicAndHaemorrhagic_Both.csv as these were already included in StrokeIschaemic_Caliber_EFI_LaurenCombined.csv,['Caliber AND Either (efi OR Lauren_codelist)'],StrokeIschaemic_Caliber.csv And Stroke_IschaemicAndHaemorrhagic_Both.csv
34,230700009,5011211000006112,90,^ESCTPU501121,NA,Pure sensory lacunar infarction,345657011,NA,32,Pure sensory lacunar infarction,Caliber - Ischaemic Stroke,Excluding non matching rows from StrokeIschaemic_Caliber.csv And Stroke_IschaemicAndHaemorrhagic_Both.csv as these were already included in StrokeIschaemic_Caliber_EFI_LaurenCombined.csv,['Caliber AND Either (efi OR Lauren_codelist)'],StrokeIschaemic_Caliber.csv And Stroke_IschaemicAndHaemorrhagic_Both.csv
35,230702001,5011241000006111,40,^ESCTLA501124,NA,Lacunar ataxic hemiparesis,345660016,NA,32,Lacunar ataxic hemiparesis (disorder),Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
36,230703006,5011251000006113,5,^ESCTDY501125,NA,Dysarthria-clumsy hand syndrome,345661017,NA,32,Dysarthria-clumsy hand syndrome (disorder),Caliber - Ischaemic Stroke ,move to Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined.csv,['Caliber'],StrokeIschaemic_Caliber.csv
37,230706003,5011291000006119,400,^ESCTHA501129,NA,Haemorrhagic cerebral infarction,345667018,NA,32,Hemorrhagic cerebral infarction (disorder),Caliber - Stroke NOS,,['Caliber'],covid_impact_ccu000_England_stroke_NOS_SNOMEDCT.csv And covid_impact_ccu00202_stroke_NOS_England_SNOMEDCT.csv And covid_impact_ccu00202_stroke_NOS_England_SNOMEDCT.csv
38,230706003,5011301000006118,1,^ESCTHE501130,NA,Hemorrhagic cerebral infarction,345666010,NA,32,Hemorrhagic cerebral infarction (disorder),Caliber - Stroke NOS,,['Caliber'],covid_impact_ccu000_England_stroke_NOS_SNOMEDCT.csv And covid_impact_ccu00202_stroke_NOS_England_SNOMEDCT.csv And covid_impact_ccu00202_stroke_NOS_England_SNOMEDCT.csv
39,230707007,5011331000006114,10,^ESCTAN501133,NA,Anterior cerebral circulation haemorrhagic infarction,345668011,NA,32,Anterior cerebral circulation hemorrhagic infarction (disorder),Caliber - Stroke NOS,,['Caliber'],covid_impact_ccu000_England_stroke_NOS_SNOMEDCT.csv And covid_impact_ccu00202_stroke_NOS_England_SNOMEDCT.csv And covid_impact_ccu00202_stroke_NOS_England_SNOMEDCT.csv
40,230708002,5011351000006119,40,^ESCTPO501135,NA,Posterior cerebral circulation haemorrhagic infarction,345671015,NA,32,Posterior cerebral circulation hemorrhagic infarction (disorder),Caliber - Stroke NOS,,['Caliber'],covid_impact_ccu000_England_stroke_NOS_SNOMEDCT.csv And covid_impact_ccu00202_stroke_NOS_England_SNOMEDCT.csv And covid_impact_ccu00202_stroke_NOS_England_SNOMEDCT.csv
41,230713003,5011451000006114,100,^ESCTST501145,NA,Stroke of uncertain pathology,345680015,NA,32,Stroke of uncertain pathology (disorder),Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
42,230714009,5011461000006111,300,^ESCTAN501146,NA,Anterior circulation stroke of uncertain pathology,345681016,NA,32,Anterior circulation stroke of uncertain pathology (disorder),Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
43,230715005,5011471000006116,800,^ESCTPO501147,NA,Posterior circulation stroke of uncertain pathology,345682011,NA,32,Posterior circulation stroke of uncertain pathology (disorder),Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
44,230739000,5011871000006119,9,^ESCTSP501187,NA,Spinal cord stroke,345722018,NA,31,Spinal cord stroke,Stroke,,['efi'],Stroke_IschaemicAndHaemorrhagic_Both.csv
45,24654003,2893541000006113,2,^ESCTWE289354,NA,Weber-Gubler syndrome,41324013,NA,32,Weber-Gubler syndrome (disorder),Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
46,24654003,2893551000006110,1,^ESCTWE289355,NA,Weber syndrome,1223895018,NA,32,Weber-Gubler syndrome (disorder),Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
47,25133001,2901571000006113,90,^ESCTCO290157,NA,Completed stroke,42129011,NA,32,Completed stroke (disorder),Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
48,266312006,NA,NA,NA,NA,NA,NA,NA,NA,Cerebrovascular: [disease] or [accident],Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
49,266315008,NA,NA,NA,NA,NA,NA,NA,NA,(Cerebral infarct) or (cerebrovascular accident) or (undefined stroke/CVA) or (stroke NOS),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
50,274100004,300939013,2000,Gyu62,Gyu6200,Cerebral haemorrhage,409860011,NA,32,Cerebral hemorrhage (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
51,274100004,300287010,4000,G61z,G61z.00,Intracerebral haemorrhage NOS,2819959010,NA,32,Cerebral hemorrhage (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
52,274100004,7.48941E+14,1000,G61X0,G61X000,"Left sided intracerebral haemorrhage, unspecified",409859018,NA,32,Cerebral hemorrhage (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
53,274100004,7.44901E+14,90000,G61,G61..00,Intracerebral haemorrhage (ICH),2819959010,NA,32,Cerebral hemorrhage (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
54,274100004,7.44921E+14,600,G61X,G61X.00,"Intracerebral haemorrhage in hemisphere, unspecified",409860011,NA,32,Cerebral hemorrhage (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
55,274100004,6.05471E+14,50000,G61-1,G61..11,Cerebral hemorrhage,409859018,NA,32,Cerebral hemorrhage (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
56,274100004,12223131000006114,7,^ESCT1222313,NA,ICH - intracerebral hemorrhage,3673218019,NA,32,Cerebral hemorrhage (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
57,274100004,9.89211E+14,1,G61-98,G61..98,Cerebral haemorrhage NOS,9.89211E+14,NA,32,Cerebral hemorrhage (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
58,274100004,1.22371E+14,30000,G61-2,G61..12,Cerebral haemorrhage,409860011,NA,32,Cerebral hemorrhage (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
59,274100004,12223101000006118,700,^ESCT1222310,NA,Intracerebral haemorrhage,3673215016,NA,32,Cerebral hemorrhage (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
60,274100004,9.89201E+14,1,G61-99,G61..99,Cerebral haemorrhage,9.89201E+14,NA,32,Cerebral hemorrhage (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
61,274100004,12223111000006115,30,^ESCT1222311,NA,Intracerebral hemorrhage,3673216015,NA,32,Cerebral hemorrhage (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
62,274100004,12223121000006111,80,^ESCT1222312,NA,ICH - intracerebral haemorrhage,3673217012,NA,32,Cerebral hemorrhage (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
63,274100004,300956017,500,Gyu6F,Gyu6F00,"[X]Intracerebral haemorrhage in hemisphere, unspecified",409860011,NA,32,Cerebral hemorrhage (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
64,274100004,8.84421E+14,1000,G6-99,G6...99,Cerebral haemorrhage,8.84421E+14,NA,32,Cerebral hemorrhage (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
65,275434003,411416011,8,L440-2,L440.12,Stroke in the puerperium,411416011,NA,32,Stroke in the puerperium,Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
66,275434003,6.05481E+14,200,L440-1,L440.11,CVA - cerebrovascular accident in the puerperium,411416011,NA,32,Stroke in the puerperium,Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
67,276220007,5582321000006119,3,^ESCTFO558232,NA,Foville syndrome,412271011,NA,32,Foville syndrome (disorder),Caliber - Ischaemic Stroke ,move to Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined.csv,['Caliber'],StrokeIschaemic_Caliber.csv
68,276221006,NA,NA,NA,NA,NA,NA,NA,NA,Millard-Gubler syndrome (disorder),Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
69,281240008,5649201000006113,5,^ESCTEX564920,NA,Extension of cerebrovascular accident,419214014,NA,32,Extension of cerebrovascular accident (disorder),Stroke - Manchester,,['Caliber AND Either (efi OR Lauren_codelist) AND Manchester'],Stroke_IschaemicAndHaemorrhagic_Both_Caliber_EFI_LaurenCombined_v3 And ManchesterRichardWilliams_Stroke.csv
70,2.92851E+14,3510961010,10,^ESCT1170821,NA,Lacunar ataxic hemiparesis of right dominant side,3510961010,NA,32,Lacunar ataxic hemiparesis of right dominant side (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
71,2.92861E+14,3510963013,20,^ESCT1170822,NA,Lacunar ataxic hemiparesis of left dominant side,3510963013,NA,32,Lacunar ataxic hemiparesis of left dominant side (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
72,306803007,449935012,2000,8Hd6,8Hd6.00,Admission to stroke unit,449935012,NA,40,Admission to stroke unit,Stroke,,['efi'],Stroke_IschaemicAndHaemorrhagic_Both.csv
73,3.30411E+14,3510959018,1,^ESCT1170881,NA,Lacunar ataxic hemiparesis of left nondominant side,3510959018,NA,32,Lacunar ataxic hemiparesis of left nondominant side (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
74,3.30421E+14,NA,NA,NA,NA,NA,NA,NA,NA,Lacunar ataxic hemiparesis of right nondominant side (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
75,41713005,3172161000006117,2,^ESCTBE317216,NA,Benedikt's syndrome,69589010,NA,31,Benedikt's syndrome (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
76,4.26891E+14,NA,NA,NA,NA,NA,NA,NA,NA,[X]Other lacunar syndromes,Stroke,,['efi'],Stroke_IschaemicAndHaemorrhagic_Both.csv
77,444657001,7295961000006113,5,^ESCTSU729596,NA,Superior cerebellar artery syndrome,2872687017,NA,32,Superior cerebellar artery syndrome (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
78,57981008,3441831000006111,6,^ESCTPR344183,NA,Progressing stroke,96390010,NA,32,Progressing stroke (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
79,57981008,3441841000006118,1,^ESCTST344184,NA,Stroke-in-evolution syndrome,96391014,NA,32,Progressing stroke (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
80,595899961000119040,NA,NA,NA,NA,NA,NA,NA,NA,Cerebrovascular accident of basal ganglia (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
81,62914000,300419019,20000,G6z,G6z..00,Cerebrovascular disease NOS,104563015,NA,32,Cerebrovascular disease, Stroke CVA and Stroke,,['Lauren_codelist and efi'],Stroke_Ischaemic.csv
82,62914000,300402016,500,G67z,G67z.00,Other cerebrovascular disease NOS,104563015,NA,32,Cerebrovascular disease, Stroke CVA and Stroke,,['Lauren_codelist and efi'],Stroke_Ischaemic.csv
83,62914000,3522701000006112,40,^ESCTCV352270,NA,CVD - Cerebrovascular disease,499414018,NA,32,Cerebrovascular disease, Stroke CVA and Stroke,,['Lauren_codelist and efi'],Stroke_Ischaemic.csv
84,62914000,3522691000006112,2,^ESCTCE352269,NA,Cerebrovascular lesion,104566011,NA,32,Cerebrovascular disease, Stroke CVA and Stroke,,['Lauren_codelist and efi'],Stroke_Ischaemic.csv
85,62914000,3.70711E+14,200,Gyu6,Gyu6.00,[X]Cerebrovascular diseases,104563015,NA,32,Cerebrovascular disease, Stroke CVA and Stroke,,['Lauren_codelist and efi'],Stroke_Ischaemic.csv
86,62914000,4.07291E+14,10,Gyu6A,Gyu6A00,[X]Other cerebrovascular disorders in diseases CE,104563015,NA,32,Cerebrovascular disease, Stroke CVA and Stroke,,['Lauren_codelist and efi'],Stroke_Ischaemic.csv
87,62914000,104563015,700000,G6,G6...00,Cerebrovascular disease,104563015,NA,32,Cerebrovascular disease, Stroke CVA and Stroke,,['Lauren_codelist and efi'],Stroke_Ischaemic.csv
88,62914000,300418010,600,G6y,G6y..00,Other specified cerebrovascular disease,104563015,NA,32,Cerebrovascular disease, Stroke CVA and Stroke,,['Lauren_codelist and efi'],Stroke_Ischaemic.csv
89,62914000,300374018,3000,G67,G67..00,Other cerebrovascular disease,104563015,NA,32,Cerebrovascular disease, Stroke CVA and Stroke,,['Lauren_codelist and efi'],Stroke_Ischaemic.csv
90,62914000,300290016,1000,G62,G62..00,Other and unspecified intracranial haemorrhage,104563015,NA,32,Cerebrovascular disease, Stroke CVA and Stroke,,['Lauren_codelist and efi'],Stroke_Ischaemic.csv
91,62914000,300944018,40,Gyu67,Gyu6700,[X]Other specified cerebrovascular diseases,104563015,NA,32,Cerebrovascular disease, Stroke CVA and Stroke,,['Lauren_codelist and efi'],Stroke_Ischaemic.csv
92,62914000,300401011,200,G67y,G67y.00,Other cerebrovascular disease OS,104563015,NA,32,Cerebrovascular disease, Stroke CVA and Stroke,,['Lauren_codelist and efi'],Stroke_Ischaemic.csv
93,62914000,4.17171E+14,900,Fyu57,Fyu5700,[X]Other vascular syndroms/brain in cerebrovasculr diseases,104563015,NA,32,Cerebrovascular disease, Stroke CVA and Stroke,,['Lauren_codelist and efi'],Stroke_Ischaemic.csv
94,652287331000119040,NA,NA,NA,NA,NA,NA,NA,NA,Cerebrovascular accident of brainstem (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
95,6594005,307884011,3,L440z,L440z00,Puerperal cerebrovascular disorder NOS,11941010,NA,32,Cerebrovascular disorder in the puerperium (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
96,6594005,5.43251E+14,30,L440,L440.00,Cerebrovascular disorder in the puerperium,11941010,NA,32,Cerebrovascular disorder in the puerperium (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
97,6594005,307879017,7,L4400,L440000,Puerperal cerebrovascular disorder unspecified,11941010,NA,32,Cerebrovascular disorder in the puerperium (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
98,724429004,7855711000006113,10,^ESCTST785571,NA,Stroke co-occurrent with migraine,3498186019,NA,32,Stroke co-occurrent with migraine (disorder),Stroke - Manchester,,['Manchester'],ManchesterRichardWilliams_Stroke.csv
